"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"102","Changes in physical fitness, dietary habits and family habits for spanish children during sars‐cov‐2 lockdown","Álvarez, O. R.; Giráldez, V. A.; Prieto, D. C.; García, A. I.","Background: habits related to diet and physical activity in children were modified due to the lockdown that Spain had between March and June 2019 because of the health crisis caused by the appearance of SARS‐CoV‐2. The aim of the study was to know the impact that the lockdown had on physical fitness values in children aged 11–12. Methods: the study consisted of 50 Spanish children aged 11–12 (M = 11.40; SD = 0.50), 33 (66%) boys and 17 (34%) girls. Data collection was performed using the Alpha‐Fitness Battery, a validated instrument to assess dietary intake, habits and practices, and an ad hoc survey to collect sociodemographic data and other information relevant to the study. Results: there were significant differences (p < 0.05) in the results of fitness variables measured in the standing long jump, agility speed and aerobic capacity, as well as in the results of maximal oxygen uptake (VO2 max) between, before and after lockdown in both boys and girls. No significant differences were found in measurements of right and left hand grip (p > 0.05). Con-clusions: there is evidence of a significant impact of SARS‐CoV‐2 lockdown on physical fitness values in boys and girls aged 11–12. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"International Journal of Environmental Research and Public Health","18","24","",NA,"10.3390/ijerph182413293","Europe"
"103","Calculating a drop in carbon emissions in the strait of gibraltar (Spain) from domestic shipping traffic caused by the covid-19 crisis","Durán-Grados, V.; Amado-Sánchez, Y.; Calderay-Cayetano, F.; Rodríguez-Moreno, R.; Pájaro-Velázquez, E.; Ramírez-Sánchez, A.; Sousa, S. I. V.; Nunes, R. A. O.; Alvim-Ferraz, M. C. M.; Moreno-Gutiérrez, J.","As a consequence of the COVID-19 pandemic, the Spanish government declared a State of Emergency, and domestic passenger ship traffic was restricted in Spanish ports. This manuscript presents scenarios of emissions from domestic shipping traffic in the seas of the Strait of Gibraltar (Spain) over three months of the COVID-19 pandemic. Emissions were estimated for only 90 days of the pandemic, and two scenarios were studied: emissions while vessels were berthed at the Algeciras Port and emissions as a consequence of the interruption of passenger ship transportation in the Strait of Gibraltar. To this end, the authors’ own model was used, which has near zero uncertainties. This model was used for the first time in this study and takes into account both meteorological and sea condition parameters, as well as the efficiency of the propulsion system. The manuscript concentrates on the emissions of greenhouse gases (GHGs), nitrogen oxides (NOx), sulphur oxides (SOx), carbon dioxide (CO2), and particulate matter (PM) from six Ro-Pax ships that ceased to operate. The main finding is that as a consequence of the pandemic, reductions of up to 12% were found in the Strait of Gibraltar in all the pollutants and GHGs when taking into account all international traffic, while the decrease in emissions from domestic traffic only reached 51%. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,"Sustainability (Switzerland)","12","24","1-14",NA,"10.3390/su122410368","Europe"
"104","Evolution of Nutritional Habits Behaviour of Spanish Population Confined Through Social Media","Mariscal-Arcas, M.; Delgado-Mingorance, S.; Saenz de Buruaga, B.; Blas-Diaz, A.; Latorre, J. A.; Martinez-Bebia, M.; Gimenez-Blasi, N.; Conde-Pipo, J.; Cantero, L.; Lopez-Moro, A.; Jimenez-Casquet, M. J.","Introduction: In Spain, on 14 March 2020, a state of alarm is declared to face the health emergency situation caused by the COVID-19 coronavirus, limiting the freedom of movement of people. The Spanish population is confined. Objective: With this situation, ""NUTRITIONAL HEALTH IS NOT CONFINED"" arises a research project that seeks to promote nutritional education based on the pattern of the Mediterranean diet (MD) using new computer technologies. It is about providing the population with the information of general interest about the promotion of a healthy diet through social networks and analysing the impact of its dissemination, in the form of a longitudinal intervention study of the Spanish nutritional evolution during confinement, with a daily survey format, and it is intended to assess food consumption during the period of confinement. Materials and methods: In total, 936 participants were asked every day. Short publications were published every day based on the scientific evidence (FAO, WHO, AECOSAN) through social media such as Instagram, accompanied by a questionnaire of 11 questions (yes/no) where it was intended to assess the evolution of daily consumption. Results and Discussion: The diffusion through social media has allowed to have a greater reach of the population. We observed that mood throughout confinement generally improves. There are certain eating habits from the MD that are well established in the daily diet of our population, such as the consumption of fruits, vegetables, legumes, dairy products, and eggs. It seems that enjoying good health is a growing concern in pandemic situations, which is why inappropriate behaviours such as ""snacking"" between meals or the consumption of processed foods such as snacks, industrial pastries, soft drinks, and sweets are avoided, increasing the amount of healthy food such as meat and fish. This study opens up future avenues of research promoting MD and implements new cohort nutritional databases, especially about young adult people, who are adept at navigating digital spaces and therefore using social media.",2021,"Front Nutr","8","","794592",34977131,"10.3389/fnut.2021.794592","Europe"
"105","Impact of the COVID-19 crisis: Analysis of the fishing and shellfishing sectors performance in Galicia (Spain)","Fernández-González, R.; Pérez-Pérez, M. I.; Pérez-Vas, R.","The COVID-19 crisis has had consequences in every area of the Spanish economy. The fisheries and shellfishing sectors in Galicia have been significantly affected due to the measures taken to curb the pandemic. In particular, the closure of the HORECA channel and the confinement of the population have adversely affected the production of fresh fish and shellfish. In this study, a three-stage analysis of the management of the pandemic in Spain has been carried out (confinement, ""new normality"" and closure of the HORECA channel). The direct and indirect effects of the pandemic have been considered, as well as other factors independent of it, which usually influence production. The results show a decrease in catches, revenue and average price (euros/kg) at first sale of Galician fish and shellfish products over the three study periods, with an incidence level that varies between phases, species, fleet segments and sectors.",2021,"Mar Pollut Bull","169","","112463",34051517,"10.1016/j.marpolbul.2021.112463","Europe"
"106","Rapid Assessment of the COVID-19 Impacts on the Galician (NW Spain) Seafood Sector","Villasante, S.; Tubío, A.; Ainsworth, G.; Pita, P.; Antelo, M.; Da-Rocha, J. M.","This paper aims to develop a rapid assessment of the COVID-19 impact on the Galician (NW Spain) seafood sector, one of the most important maritime regions in the world. Here, we focus not only on the immediate COVID-19 impacts on the extractive fisheries sector, but also on the capacity of the aquaculture and the canned industries to supply seafood markets before and during the pandemic. We synthesize multiple data sources from across the seafood supply chain to show the relative initial responses and variables of recovery during a pre-COVID-19 period (2015–2019) and during the pandemic (2020). Our study shows that seafood sectors and trade were disrupted by abrupt shifts in demand, supply and limitations on the movement of people and goods, with a wide range of impacts and consequences for the seafood sectors. We find that domestic landings, Galician aquaculture production and imports and exports of seafood products (fresh, live and frozen) in 2020 showed an important decrease. In contrast, the canned production and the imports and exports of prepared and preserved seafood products followed an increasing trend during the COVID-19 pandemic. We record a change in the consumption behavior of the Galician population, which significantly increased expenditure in fresh and canned seafood products during the first confinement. Overall, the Galician seafood sectors were able to ensure the supply of seafood products to the population during the period of confinement decreed as a result of the COVID-19 crisis. Proximity to markets, investment in domestic or nearby supply chains and the development of new technological innovations helped to avoid food shortages and loss of livelihoods in Galicia. Fishers and fishing enterprises have also acted collectively to reassert their rights to provide essential and high quality seafood products to the Galician population, their livelihoods and safe working conditions, and have leveraged relationships and collaborations with their government counterparts to continue fishing. © Copyright © 2021 Villasante, Tubío, Ainsworth, Pita, Antelo and Da-Rocha.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.737395","Europe"
"107","Consumer behavior in confinement times: Food choice and cooking attitudes in Spain","Romeo-Arroyo, E.; Mora, M.; Vázquez-Araújo, L.","The present study provides an overview of the food related behavior of the Spanish population during the confinement period due to the Covid-19 sanitary emergency. A national survey was responded by 600 volunteers, who answered questions related to food consumption, home-food and cooking related habits (F&C), and the Spanish version of the Dutch Eating Behavior Questionnaire. In general, most consumers could be considered ""External eaters""; F&C questionnaire allowed segmenting the population in ""low-cooking engagement"", ""health -concerned"" and ""health-disregarded"" groups. These consumers' segments reported different behavior, highlighting, for example, the increase of snacks and ultra-processed food consumption of the health-disregarded group.",2020,"Int J Gastron Food Sci","21","","100226",32528560,"10.1016/j.ijgfs.2020.100226","Europe"
"108","Patterns of Change in Dietary Habits and Physical Activity during Lockdown in Spain Due to the COVID-19 Pandemic","Pérez-Rodrigo, C.; Gianzo Citores, M.; Hervás Bárbara, G.; Ruiz-Litago, F.; Casis Sáenz, L.; Arija, V.; López-Sobaler, A. M.; Martínez de Victoria, E.; Ortega, R. M.; Partearroyo, T.; Quiles-Izquierdo, J.; Ribas-Barba, L.; Rodríguez-Martín, A.; Salvador Castell, G.; Tur, J. A.; Varela-Moreiras, G.; Serra-Majem, L.; Aranceta-Bartrina, J.","BACKGROUND: Lockdown due to COVID-19 influenced food habits and lifestyles with potential negative health impact. This study aims to identify patterns of change in eating habits and physical activity during COVID-19 lockdown in Spain and to identify associations with sociodemographic factors and usual habits. METHODS: This cross-sectional study included 1155 adults recruited online to answer a 10-section questionnaire. The protocol assessed usual diet by means of a semi-quantitative food frequency questionnaire, usual physical activity (PA) and supplement use, dietary changes, sedentary time, PA, exposure to sunlight, sleep quality, and smoking during confinement. Patterns of dietary change were identified by factor analysis. Factor scores were included in cluster analysis together with change in PA. RESULTS: Six patterns of dietary change were identified that together with PA changes during lockdown defined three clusters of lifestyle change: a cluster less active, a more active cluster, and a third cluster as active as usual. People who were usually less active were more likely to be classified in the cluster that increased physical activity in confinement. Scores of the Healthy Mediterranean-Style dietary pattern were higher in this group. Conclusions: Different patterns of change in lifestyles in confinement suggest the need to tailor support and advice to different population groups.",2021,"Nutrients","13","2","",33494314,"10.3390/nu13020300","Europe"
"109","Assessment of Spanish Food Consumption Patterns during COVID-19 Home Confinement","Maestre, A.; Sospedra, I.; Martínez-Sanz, J. M.; Gutierrez-Hervas, A.; Fernández-Saez, J.; Hurtado-Sánchez, J. A.; Norte, A.","People's eating habits and lifestyle can have a negative impact on health. In situations of difficulty or socioeconomic crisis, these habits tend to be modified, leading to unhealthy dietary patterns that result in an increase of chronic non-communicable diseases (NCDs). Previous studies have indicated that, due to the state of alarm imposed in Spain to combat the spread of COVID-19, an increase in the purchase of non-core products occurred, along with a decrease in the daily physical activity of the population. This could be a risk factor for COVID-19 infection. The objective of this observational study was to analyze the dietary pattern of the Spanish population during home confinement and to compare it with the pattern of habitual consumption collected in the last National Health Survey, analyzing the possible changes. More than half of the respondents in the sample increased their consumption of sweets and snacks during confinement, while the consumption of fresh products decreased. Most claimed to be emotionally hungry, leading to an increase in their daily energy intake. The stress and anxiety generated by confinement could be the cause of the increased consumption of products rich in sugars and saturated fats, which are associated with greater stress and anxiety.",2021,"Nutrients","13","11","",34836377,"10.3390/nu13114122","Europe"
"110","Changes in Spanish lifestyle and dietary habits during the COVID-19 lockdown","Casas, R.; Raidó-Quintana, B.; Ruiz-León, A. M.; Castro-Barquero, S.; Bertomeu, I.; Gonzalez-Juste, J.; Campolier, M.; Estruch, R.","PURPOSE: The COVID-2019 pandemic forced many governments to declare the ""to stay at home"" which encouraged social distancing and isolation among citizens. The aim of this study was to assess the dietary and lifestyle habit changes that occurred during home confinement in Spain. METHODS: An European online survey was launched in April 2020. This included 70 questions on sociodemographic characteristics, lifestyle, dietary habits, including key Mediterranean diet (MedDiet) foods. A total of 945 Spanish adults from 1268 European that completed the online survey were included in the analysis. RESULTS: Most of the Spanish participants adopted healthier dietary habits during home lockdown, which was translated to a higher MedDiet adherence. However, a negative impact on physical activity levels, sleep quality or smoking rates was observed. Low MedDiet adherence was associated with a higher risk of weight gain (OR = 1.53, CI 1.1-2.1; p = 0.016), while no snacking between meals reduced the risk by 80% (OR = 0.20, CI 0.09-0.45, p < 0.001) and eating more quantity, considering portion size, increased body weight gain risk almost sixfold more. CONCLUSION: To conclude, although dietary habits were improved during home lockdown, certain unhealthy behaviours (e.g. increased snacking between meals, increased food intake, and an increase in sedentary behaviour) were increased.",2022,"Eur J Nutr","","","",35129647,"10.1007/s00394-022-02814-1","Europe"
"111","Cumulative climatic stressors strangles marine aquaculture: Ancillary effects of COVID 19 on Spanish mariculture","Sánchez-Jerez, P.; Babarro, J. M. F.; Padin, X. A.; Longa Portabales, A.; Martinez-Llorens, S.; Ballester-Berman, J. D.; Sara, G.; Magano, M. C.","Marine aquaculture takes advantage of marine ecosystem services to produce goods that can be relevant from a food security point of view. However, this activity is subject to multiple stressors as the ones exerted by global climate change. Local stressed conditions due to environmental drivers may be exacerbated by the COVID19 pandemic crisis. In this paper we analyze the pre-COVID-19 situation in two Spanish regions with the highest aquaculture production, Galicia and the Valencian Community. The incidence of storms, heat waves and mussel farming closure were analyzed, and surveys were used to define the perception of producers in terms of economic problems derived from COVID-19 and synergistic environmental concerns. Also the temporal trend of mussel production was analyzed. Spanish marine aquaculture has been intensively subjected to climatic stressors that made it more vulnerable to COVID-19, showing some weakness in terms of production as can be seen in mussel production and fresh consumption. Anyway, extensive aquaculture and aquaculture developed by Integrated Multi-Trophic Aquaculture (IMTA) was reported as somewhat more resilient to the impact of COVID-19. In order to ensure the environmental and economic sustainability of marine aquaculture - under a future uncertain pandemic scenario – our outcomes underline the need for more resilient adaptation programs and recovery plans taking into account the climate change effects. © 2021",2022,"Aquaculture","549","","",NA,"10.1016/j.aquaculture.2021.737749","Europe"
"112","Analysis of the Impact of the Confinement Resulting from COVID-19 on the Lifestyle and Psychological Wellbeing of Spanish Pregnant Women: An Internet-Based Cross-Sectional Survey","Biviá-Roig, G.; La Rosa, V. L.; Gómez-Tébar, M.; Serrano-Raya, L.; Amer-Cuenca, J. J.; Caruso, S.; Commodari, E.; Barrasa-Shaw, A.; Lisón, J. F.","(1) Background: This study aimed to analyze the impact of the confinement due to the COVID-19 pandemics on the eating, exercise, and quality-of-life habits of pregnant women. (2) Methods: This was an internet-based cross-sectional survey which collected information about adherence to the Mediterranean diet, physical exercise, health-related quality of life (HRQoL), and perceived obstacles (in terms of exercise, preparation for delivery, and medical appointments) of pregnant women before and after the confinement. The survey was conducted in 18-31 May 2020. (3) Results: A total of 90 pregnant women participated in this study. There was a significant decrease in the levels of physical activity (p < 0.01) as well as in HRQoL (p < 0.005). The number of hours spent sitting increased by 50% (p < 0.001), 52.2% were unable to attend delivery preparation sessions because these had been cancelled. However, there were no significant differences in the eating pattern of these women (p = 0.672). Conclusions: These results suggest the need to implement specific online programs to promote exercise and reduce stress, thus improving the HRQoL in this population, should similar confinements need to occur again for any reason in the future.",2020,"Int J Environ Res Public Health","17","16","",32824191,"10.3390/ijerph17165933","Europe"
"113","Effect of COVID-19 Lockdown on Dietary Habits and Lifestyle of Food Science Students and Professionals from Spain","Celorio-Sardà, R.; Comas-Basté, O.; Latorre-Moratalla, M. L.; Zerón-Rugerio, M. F.; Urpi-Sarda, M.; Illán-Villanueva, M.; Farran-Codina, A.; Izquierdo-Pulido, M.; Vidal-Carou, M. D. C.","On 11 March 2020, the World Health Organization (WHO) declared COVID-19 a global pandemic, forcing countries around the world to confine their population to halt the rapid spread of the virus. This study aimed to evaluate the changes in dietary habits and lifestyle during the COVID-19 lockdown a specific population with academic and professional knowledge in food sciences from Spain. An online questionnaire, based on 41 items, including sociodemographic data, dietary habits, food-related behaviors, and lifestyle were distributed using academic and institutional mailing lists and social media. Results showed a higher intake of fruit and vegetables, legumes, eggs, fish, and yogurt together with a decrease in consumption of alcoholic beverages between before and during the lockdown period. Nevertheless, an increase in consumption of some fruitive foods and an increase in self-reported weight were also observed, although in lower percentages than in other populations. A worse sleep quality and an increase in working hours and sitting time were also reported. Overall, trends towards healthier dietary habits were observed within the study sample during COVID-19 confinement period.",2021,"Nutrients","13","5","",33924965,"10.3390/nu13051494","Europe"
"114","Social Inequalities in Changes in Diet in Adolescents during Confinement Due to COVID-19 in Spain: The DESKcohort Project","Aguilar-Martínez, A.; Bosque-Prous, M.; González-Casals, H.; Colillas-Malet, E.; Puigcorbé, S.; Esquius, L.; Espelt, A.","Adolescence is a critical period in the consolidation of healthy lifestyles that can last into adulthood. To analyze changes in food consumption and eating behaviors in high-school adolescents during the first confinement, a cross-sectional study was conducted at the end of confinement in Spain. Changes in the frequency or quantity of consumption of different types of food and food-related behaviors were analyzed. Socioeconomic and health-related variables were also considered. To determine whether dietary changes were related to socioeconomic position (SEP), Poisson regression models with robust variance were estimated. Overall, there were some changes towards a healthier diet such as an increase in fruit consumption (38.9%) and a decrease in the consumption of soft drinks (49.8%), sweets and pastries (39.3%), and convenience foods (49.2%). Some changes, however, were related to less healthy behaviors, such as a more irregular pattern of meal distribution (39.9%) or an increase in snacking between meals (56.4%). Changes towards less healthy eating were also related to students' SEP. The risk of worsening the diet was found to be 21% higher in adolescents from a more disadvantaged SEP. Future public policies could be adapted to avoid increasing nutritional and health inequalities.",2021,"Nutrients","13","5","",34066867,"10.3390/nu13051577","Europe"
"115","Has COVID-19 Changed the Lifestyle and Dietary Habits in the Spanish Population after Confinement?","Álvarez-Gómez, C.; De La Higuera, M.; Rivas-García, L.; Diaz-Castro, J.; Moreno-Fernandez, J.; Lopez-Frias, M.","Since 2020, the world has been immersed in a change in lifestyle (social, lifestyle, nutri-tion and physical activity patterns), due to the appearance of COVID-19 and the strict mobility measures which were implemented to prevent its spread. All these changes had a nutritional impact on people, modifying their dietary guidelines. This cross-sectional study was carried out to assess whether dietary habits, lifestyle, and adherence to the Mediterranean diet among the Spanish adult population (25-65 years old) during confinement was modified during the post-confinement period, using an e-survey through social networks, involving 510 subjects. A decrease in the intake of ultra-processed products, with a correlation between weekly food delivery orders at home and the consumption of salty snacks, sugary drinks, and processed pastries was also recorded. Most of the subjects performed physical exercise on a regular basis, maintaining the body weight in half of the participants. During the post-confinement period a substantial proportion of the population had healthy lifestyle and dietary habits, including the adequate consumption of fruits, vegetables and legumes; adequate time was spent preparing meals and the population did not regularly order food at home, which in the long term, reduced the risk of several diseases.",2021,"Foods","10","10","",34681491,"10.3390/foods10102443","Europe"
"116","Ecological and economic effects of COVID-19 in marine fisheries from the Northwestern Mediterranean Sea","Coll, M.; Ortega-Cerdà, M.; Mascarell-Rocher, Y.","The SARS-CoV-2 coronavirus pandemic starting at the end of 2019 impacted many human activities. We analysed the abrupt reduction in fishing pressure of the mixed small-scale and industrial fisheries in the Catalan Sea, Spanish Mediterranean, and resulting ecological and economic impacts during the first half of 2020. We used detailed fisheries data on fishing effort, landings, revenues, landings per unit of effort (LPUE) and revenues per unit of effort from January to June 2020, and complemented it with the outcomes of a marine ecosystem model. We analysed data from 2017 to 2019 and compared these to 2020 to characterise changes in the fishing activity from before (January-February) to during (March-May) the lockdown. Fishing effort during the lockdown dropped by 34%, landings were down by 49% and revenues declined by 39% in comparison with the same period in 2017-2019. LPUEs did not show significant changes during the lockdown, with the exception of shrimp species, especially the deep-water rose shrimp, which significantly increased in LPUE during March-May. These increases may reflect positive effects of reduced fishing on fast-growing species. Positive effects mostly disappeared in June 2020 with the relaxation of the lockdown. In agreement, the ecological simulations projected slight short-term increases of biomass for fast-growing, small-sized organisms during 2020, which quickly vanished when fishing resumed, and which had no detectable ecosystem effects. Three additional alternative ecological simulations illustrated that to substantially recover commercial species and ensure ecosystem sustainability in the study area, a sustained and notable reduction of fishing activity would be needed.",2021,"Biol Conserv","255","","108997",33558776,"10.1016/j.biocon.2021.108997","Europe"
"117","STUDY Requested by the PECH Committee: Impacts of the COVID-19 pandemic on EU fisheries and aquaculture","","This study analyses the effects of COVID-19 on the EU fisheries and aquaculture sectors from March to December 2020. It gives an overview of the main effects experienced at EU level and develops eight case studies (Spain, Denmark, France, Italy, Sweden, Greece, Portugal and Bulgaria). The research also provides conclusions and policy recommendations to strengthen the sector’s resilience to shocks, and to address current vulnerabilities in view of potential similar events.",2021,"","","","",NA,"","Europe"
"118","Food purchasing, preservation, and eating behavior during COVID-19 pandemic: A consumer analysis","Bolek, S.","Due to the highly infectious virus known as COVID-19 impacting the lives of the populace, more than any other event in recent memory, there is a pandemic in the world. In order to determine food purchasing behavior and eating habits, food preservation techniques and source of knowledge about COVID-19, 992 consumers living in İstanbul, the most populous city in Turkey, were surveyed. The questionnaire was disseminated to participants via an online platform. Thirty questions, including the demographics of participants, changes in purchasing behavior, knowledge, and attitudes about food preservation techniques, changes in eating habits, and source of knowledge about COVID-19, were asked. The results of this study surveyed that COVID-19 has changed food purchasing and eating habits of Turkish consumers significantly (p < 0.05). During the survey in late March of 2020 and late December of 2020, about 65% of respondents have tried to consume more food that boost the immune system and 58% of the respondents have been more willing to buy fresh products. Consumers have greatly adopted preserving of food stuffs by freezing during quarantine days. This survey revealed that the effective use of media tools could increase awareness and lead to behavioral changes that can reduce the spread of COVID-19, especially in consumers aged over 65 years. © 2021 Codon Publications",2021,"Italian Journal of Food Science","33","3","14-24",NA,"10.15586/ijfs.v33i3.2048","Europe"
"119","Impact of the COVID-19 lockdown period on surface water quality in the Meriç-Ergene River Basin, Northwest Turkey","Tokatlı, C.; Varol, M.","The surface water resources in the Meriç-Ergene River Basin, especially Ergene River and Çorlu Stream are among the most polluted rivers in Turkey. Despite the action plans for prevention and control of surface water pollution in the basin, the desired results have not been achieved. However, the implementation of a nationwide lockdown due to the COVID-19 might probably lead to an improvement in the surface water quality. We evaluated the impact of the lockdown on water quality by measuring the levels of physico-chemical variables and metal(loid)s in water samples taken from 25 sampling stations in the basin. BOD, COD, EC, turbidity, TSS and Mn levels did not show significant differences between the pre-lockdown and lockdown periods due to the ongoing domestic wastewater discharges and agricultural activities in the basin during the lockdown period. However, Cr, Ni, Zn, Cu, As, Pb and Cd concentrations decreased considerably during the lockdown. Similarly, heavy metal pollution index and heavy metal evaluation index values showed a significant improvement in water quality of almost all stations during the lockdown period. Also, total hazard index values for children and adults reduced by 67% and 69%, respectively during the lockdown period, while total carcinogenic risk values for As and Cr reduced by 60% and 94%, respectively. The limited operational status of most industrial facilities in the basin during the lockdown reduced the amount of industrial effluents, leading to significant improvement in surface water quality for metal(loid)s. The lockdown has shown that the solution for preservation and sustainability of natural water resources lies in our hands, and the efficient management of pollution sources can prevent surface water pollution at a very rapid pace. Finally, we suggest that water management policy needs to be improved and implemented.",2021,"Environ Res","197","","111051",33753075,"10.1016/j.envres.2021.111051","Europe"
"120","Analyzing the service quality priorities in cargo transportation before and during the Covid-19 outbreak","Özden, Aybike Tuba; Celik, Erkan","The aim of this study is to find out the most critical service quality priorities in cargo transportation before the Covid-19 and during the Covid-19 outbreak by applying the Fuzzy Importance-Performance-Impact Analysis (FIPIA) method. At the same time, it is also aimed to decide the best resource allocation in cargo services and to show the differences between both periods. This is the first study using the FIPIA method in determining the service quality priorities of consumers using cargo service. A total of 723 participants responded to the questionnaire consisting of 341 participants before the Covid-19 and 382 participants during the Covid-19 period. This study also examined whether there is a relationship between the sectors most frequently used in cargo service in both periods and service quality priorities and found the differences in consumers' sectors most frequently. According to data found in the study, the application of promotion and courteousness, and politeness of the personnel had the highest value in all service quality priorities before the Covid-19 outbreak. According to results, ""evaluation of customer complaints in a short time"" and ""fast delivery"" had the highest value in all service quality priorities after the Covid-19 outbreak. Evaluation of customer complaints in a short time and fast delivery had high importance values while performance and impact had relatively low importance, presenting a need to concentrate on these three-service qualities. • The service quality priorities are analyzed in cargo transportation before and during the Covid-19 outbreak. • FIPIA method is used for analyzing the service quality. • Evaluation of customer complaints in a short time and fast delivery had the highest value after the Covid-19 outbreak. [ABSTRACT FROM AUTHOR]
Copyright of Transport Policy is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Transport Policy","108","","34-46",150750947,"10.1016/j.tranpol.2021.04.025","Europe"
"121","Will agriculture beat the odds against covid-19? The covid-19 outbreak and its effect on agricultural supply in Turkey","Gurbuz, I. B.; Ozkan, G.","The new coronavirus (Covid-19), which spread almost the entire world, adversely affected many sectors, both internationally and locally. Households’ panic purchase has rocketed the demand for some food items in the early days. Besides, food safety concerns have increased. This research aimed to uncover how the public perceived the impact of Covid-19 on the agriculture and food sector. The online survey was conducted, and the data from 428 participants were analysed using the SPSS (v.23) program. The third of respondents (30.8%) believed the outbreak would last between six months to one year, during which time food shortages will occur (32.5%). While 27.4% of the respondents reported that they stockpiled food, 44.8% reported that if the outbreak continued, they would stock up on food. Participants were concerned that if planting cannot be done, food shortages will occur (74.6%), basic foodstuffs cannot be produced (67.8%), food imports (69.4%) and exports (74.6%) will be adversely affected by the outbreak. The research found that if farming disturbed, food prices would increase (82.3%) and the government should include agriculture-supporting measures (85%) in its economic measures. © 2021, Bononia University Press. All rights reserved.",2021,"New Medit","20","2","15-25",NA,"10.30682/nm2102b","Europe"
"122","Changes in nutrition and lifestyle habits during the COVID-19 pandemic in Turkey and the effects of healthy eating attitudes","Özenoǧlu, A.; Çevik, E.; Çolak, H.; Altintaş, T.; Alakuş, K.","BACKGROUND: Social isolation required by the pandemic has led to some changes in individuals' eating and lifestyle habits. OBJECTIVE: This study aimed to examine the change in nutrition and lifestyle habits of Turkish people during the COVID-19 outbreak and investigate the effects of individuals' attitudes to healthy eating on this change. METHOD: At the beginning of the pandemic, individuals over the age of 18 participated in this cross-sectional study using an online questionnaire. Demographic information (age, gender, education level, place of residence and occupation), anthropometric data (reported weight and height); nutritional behavior information (number of meals per day, changes in consumption of various foods, use of nutritional supplements, etc.) and changes in lifestyle habits were requested from the participations. In addition, the Healthy Nutrition Attitude Scale (ASHN) was used to determine the healthy eating attitudes of the participants. RESULTS: A total of 432 volunteers participated in the study. It was revealed that body weight increased in 38.0% of the participants and activity level decreased in 73.1% of them during the initial stage of the pandemic. Nevertheless, 44.7% of participants reported increased sleep time, 77.8% reported increased social media use, and 66.7% reported increased stress and anxiety. It was found that the most commonly used nutritional supplements during this period were vitamin C, vitamin D and multivitamin complex. Women have significantly higher ASHN scores compared to men (p < 0.001). The total ASHN scores of those whose body weight did not change and those who increased their activity level were found to be significantly higher. It was determined that as the age and education level increased, the healthy eating attitude increased. CONCLUSION: In this study, findings regarding the negative effects of the COVID-19 quarantine on the nutrition and lifestyle of the Turkish people are presented. However, those with a positive attitude toward healthy eating were observed to have better weight control and eating habits and stress management during the pandemic. Therefore, it is thought that the dissemination of healthy eating attitudes in society may contribute to the maintenance of physical and mental health in the event of a pandemic. © 2021-IOS Press. All rights reserved.",2021,"Mediterranean Journal of Nutrition and Metabolism","14","3","325-341",NA,"10.3233/MNM-210562","Europe"
"123","Food Insecurity and Affecting Factors in Households With Children During the COVID-19 Pandemic: A Cross-Sectional Study","Bulucu Büyüksoy, G. D.; Çatıker, A.; Özdil, K.","OBJECTIVE: The aim of this study was to examine the incidence of food insecurity and affecting factors in households with children in Turkey during the coronavirus disease 2019 (COVID-19) pandemic. METHODS: This is a cross-sectional study. The participants were recruited by the snowball sampling method, and the data were collected by means of a link sent to their smartphones through their social media accounts. This study included 211 households with at least 1 child. RESULTS: The study revealed that 21.8% households had food insecurity that was not at the hunger threshold. The monthly income of 80.6% of the households was below the poverty line and monthly income decreased in more than half of the households during the pandemic. Food insecurity increased 2.5 times when the households comprised workers or self-employed individuals (odds ratio [OR] = 2.529; P = 0.002), increased 3 times when the monthly income of the households decreased (OR = 3.131; P = 0.000), and increased 2 times when total monthly income of the household fell below poverty line during the pandemic (OR = 2.001; P = 0.049). CONCLUSIONS: It is determined that nearly half the households have food insecurity and that the pandemic poses a risk in terms of food security. We recommend that public health studies should be planned to ensure accessibility to healthy foods.",2021,"Disaster Med Public Health Prep","","","1-6",34096489,"10.1017/dmp.2021.172","Europe"
